index,query,gold_chunk_ids,hybrid_hit_at_1,hybrid_hit_at_5,base_rerank_hit_at_1,base_rerank_hit_at_5,finetuned_rerank_hit_at_1,finetuned_rerank_hit_at_5
108,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında İstihkak davası konusunda İstihkak davası malikin mülkiyet hakkına dayanarak malını haksız ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000002,True,True,True,True,True,True
109,İdare ve İdari Yargılama Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Yapı ruhsatı almak konusunda Yapı ruhsatı almak dilekçeye tapu mimari proje statik ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_medeni_000015,True,True,True,True,True,True
110,Genel hukuk / sınıflandırma bekliyor alanında İtiraz yoluna başvuruda konusunda İtiraz yoluna başvuruda karardaki hukuki sakatlıkların giderilmesi talep ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001031,True,True,True,True,True,True
111,Genel hukuk / sınıflandırma bekliyor alanında Kararın kesinleşmesiyle birlikte konusunda Kararın kesinleşmesiyle birlikte kaldırılan işleme bağlı tesis edilmiş ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001099,True,True,True,True,True,True
112,Genel hukuk / sınıflandırma bekliyor alanında Tecavüz fiillerinin durdurulması davasının amacı konusunda Tecavüz fiillerinin durdurulması davasının amacı hali hazırda devam ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001915,True,True,True,True,True,True
113,Ticaret Hukuku alanında Memuriyetten çekilmek isteyen memurlar konusunda Memuriyetten çekilmek isteyen memurlar çekilme taleplerini ilgili kuruma ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000228,True,True,True,True,True,True
114,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında hüküm konusunda Vasiyetnamenin kısmen iptali vasiyetnamenin sadece belirli kısmının geçersiz ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000762,True,True,True,True,True,True
115,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında müteahhit konusunda Müteahhitler inşaat projelerini finanse etmek taşınmazlar üzerinde banka ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000193,True,True,True,True,True,True
116,Ticaret Hukuku alanında işçi konusunda Mobbing kabul edilebilmesi işverenin davranışlarının kasıtlı sürekli işçiye ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000460,True,True,True,True,True,True
117,Ticaret Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında boşanma konusunda Boşanma davasında uyuşturucu kullanımının ispatı evlilik birliği devam ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_medeni_000057,True,True,True,True,True,True
118,Borçlar ve Sözleşmeler Hukuku alanında bağışlama konusunda Bağışlama sözünü geri almanın temel örneği bağışlama sözü ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000015,True,True,True,True,True,True
119,Ticaret Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında görevli mahkeme konusunda Tapu iptali davasında görevli mahkeme Asliye Ticaret Mahkemesidir ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_medeni_000117,False,True,True,True,True,True
120,Borçlar ve Sözleşmeler Hukuku alanında Borçlunun temerrüde düşmesi konusunda Borçlunun temerrüde düşmesi borçlunun kusurunun bulunması şart değildir ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000193,True,True,True,True,True,True
121,İş ve Sosyal Güvenlik Hukuku; Borçlar ve Sözleşmeler Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında miras konusunda Miras payını devralan üçüncü kişinin mirasbırakanın borçlarından sorumluluğu ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_is_sgk_borclar_medeni_000001,True,True,True,True,True,True
122,İdare ve İdari Yargılama Hukuku; Borçlar ve Sözleşmeler Hukuku alanında tazminat konusunda Kamulaştırmasız atma durumlarında idare aleyhine tazminat atmanın önlenmesi ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_borclar_000016,False,True,False,True,True,True
123,Ticaret Hukuku; İdare ve İdari Yargılama Hukuku alanında hukuki el atma konusunda Kamulaştırmasız atma fiili atma şeklinde olabileceği hukuki atma ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_idare_000026,True,True,True,True,True,True
124,İdare ve İdari Yargılama Hukuku alanında yürütmenin durdurulması konusunda Danıştay bölge idare mahkemesi yürütmenin durdurulması kararı vermek ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_000065,True,True,True,True,True,True
125,Genel hukuk / sınıflandırma bekliyor alanında Konut dokunulmazlığı hakkı konusunda Konut dokunulmazlığı hakkı kişilerin konutunda huzurla güvenle yaşama ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000126,True,True,True,True,True,True
126,Genel hukuk / sınıflandırma bekliyor alanında Bakiyenin tespiti kabulü aşamasında konusunda Bakiyenin tespiti kabulü aşamasında hakim görüşe bakiye hesabı ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001463,True,True,True,True,True,True
127,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Ehliyetsiz iddia edilen kişinin tapuda konusunda Ehliyetsiz olduğu iddia edilen kişinin tapuda devir işlemi ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000409,True,True,True,True,True,True
128,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında miras konusunda Resmi vasiyetnamenin geçerliliği vasiyet edenin vasiyetin isteklerine uygun ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000757,True,True,True,True,True,True
129,Ticaret Hukuku; Vergi Hukuku alanında arabuluculuk konusunda Arabuluculuk görüşmelerine taraflar bizzat katılabileceği tarafların avukatları kanuni ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_vergi_000005,True,True,False,True,False,True
130,Genel hukuk / sınıflandırma bekliyor alanında Yetkili komisyonun toplanması konusunda Yetkili komisyonun toplanması tüm üyelerin varlığında toplanması yasal ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001107,True,True,True,True,True,True
131,Genel hukuk / sınıflandırma bekliyor alanında Futbolcu alacaklarının talep edilebilmesi konusunda Futbolcu alacaklarının talep edilebilmesi alacağın muaccel hale gelmesi ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_002050,True,True,True,True,True,True
132,Ceza Muhakemesi Hukuku alanında işveren konusunda İşverenin sağlığı güvenliği açısından gerekli önlemleri almaması durumunda ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ceza_muhakemesi_000088,True,True,True,True,True,True
133,Genel hukuk / sınıflandırma bekliyor alanında Maddi hasarlı trafik kazalarında zararın konusunda Maddi hasarlı trafik kazalarında zararın tazmininden tarafların kusur ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000084,True,True,True,True,True,True
134,Genel hukuk / sınıflandırma bekliyor alanında yıllık ücretli izin konusunda Ücretsiz izinle ilgili fazla bilgi almak isteyenler Yıllık ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001436,True,True,True,True,True,True
135,Ceza Muhakemesi Hukuku alanında gözaltı konusunda Kolluk kuvvetleri tarafından gözaltına alınan kişilerin verdikleri ilk ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ceza_muhakemesi_000023,True,True,True,True,True,True
136,Genel hukuk / sınıflandırma bekliyor alanında hata konusunda İcra dairesi kararında maddi hatalar bulunabilir hatalara hesap ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000673,True,True,True,True,True,True
137,Genel hukuk / sınıflandırma bekliyor alanında Alışveriş merkezlerinde ortak giderlerin belirlenmesinde konusunda Alışveriş merkezlerinde ortak giderlerin belirlenmesinde 29636 sayılı Alışveriş ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001426,True,True,True,True,True,True
138,Vergi Hukuku alanında vergi konusunda Vergi hukuku danışmanlığı işletmelerin vergi konularını anlamalarına vergi ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_vergi_000021,True,True,True,True,True,True
139,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında miras konusunda Eğer paydaş ortak ölmüşse mirasçılık belgesi alınarak mirasçılarının ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000584,True,True,True,True,True,True
140,Genel hukuk / sınıflandırma bekliyor alanında ifade özgürlüğü konusunda İfade özgürlüğünün kamu barışının sağlanması adına belli noktalarda ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001880,True,True,True,True,False,True
141,Genel hukuk / sınıflandırma bekliyor alanında Doçentlik unvanı verilmesi sürecinde ÜAK konusunda Doçentlik unvanı verilmesi sürecinde ÜAK yapılan değerlendirmelerin olumlu ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000995,True,True,True,True,True,True
142,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Banka hesapları konusunda Banka hesapları ölünün adına kayıtlı banka hesapları mevduat ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000069,True,True,True,True,True,True
143,Ticaret Hukuku alanında Sebeplessiz zenginleşme davasında zamanaşımı süresi konusunda Sebeplessiz zenginleşme davasında zamanaşımı süresi hak sahibinin geri ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000003,True,True,True,True,True,True
144,Vergi Hukuku alanında Avukatlar konusunda Avukatlar mesleki sınırların aşıldığı durumlarda bağlı bulundukları barolara ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_vergi_000010,True,True,True,True,True,True
145,Genel hukuk / sınıflandırma bekliyor alanında Senedin zıyaa uğraması konusunda Senedin zıyaa uğraması tamamen elden çıkması yok olması ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001468,True,True,True,True,True,True
146,Genel hukuk / sınıflandırma bekliyor alanında Eğer ilgili kişi bankaya yanlış konusunda Eğer ilgili kişi bankaya yanlış adres bildirmişse adres ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001305,True,True,True,True,True,True
147,Genel hukuk / sınıflandırma bekliyor alanında Blockchain yapısı konusunda Blockchain yapısı kayıtların bloklara işlenmesiyle oluşur kayıt para ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000740,True,True,True,True,True,True
148,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında kentsel dönüşüm konusunda Riskli alanlarda kentsel dönüşüm sürecinde taşınmaz maliklerinin karar ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000224,True,True,False,True,True,True
149,Genel hukuk / sınıflandırma bekliyor alanında Yargılamanın yenilenmesi konusunda Yargılamanın yenilenmesi yargılama esnasında elde olmayan sebeplerle yargılamanın ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001182,True,True,True,True,True,True
150,Medeni Hukuk - Miras/Aile/Eşya/Kişiler; Anayasa Hukuku ve Temel Haklar alanında miras konusunda Ölüme bağlı tasarruflar miras bırakanın malvarlığının akıbetini istediği ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_anayasa_000017,True,True,True,True,False,True
151,Genel hukuk / sınıflandırma bekliyor alanında Davacıların konusunda Davacıların dava konusu işlemin amaçla şekilde yapıldığını bizzat ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001640,True,True,False,True,True,True
152,Ceza Muhakemesi Hukuku alanında hata konusunda Yakalama gözaltı tedbirlerinin şüpheli sanığa uygulanabilmesi kanun sıkı ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ceza_muhakemesi_000038,True,True,True,True,True,True
153,Genel hukuk / sınıflandırma bekliyor alanında Yapı tatil zaptının asılmasından sonra konusunda Yapı tatil zaptının asılmasından sonra yapı sahibi içinde ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000976,True,True,True,True,True,True
154,Genel hukuk / sınıflandırma bekliyor alanında Yargıtay kararında konusunda Yargıtay kararında kişisel ilişki kurulmasının reddedilmesinin nedeni eksik ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001254,True,True,True,True,True,True
155,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Mülkiyet hakkı mülkiyet çeşitleri arasında konusunda Mülkiyet hakkı mülkiyet çeşitleri arasında taşınır mülkiyeti taşınmaz ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000600,True,True,True,True,True,True
156,Yabancılar ve Vatandaşlık Hukuku alanında ikamet izni konusunda Randevu gününde doldurulan Kayıt Formunun çıktısı imzalanmış hali ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_yabancilar_000002,True,True,True,True,True,True
157,Genel hukuk / sınıflandırma bekliyor alanında Eksik belgelerin tamamlanmaması konusunda Eksik belgelerin tamamlanmaması durumunda başvuru reddedilecektir ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001249,True,True,False,True,True,True
158,İdare ve İdari Yargılama Hukuku alanında tam yargı davası konusunda İdareye yapılan iade isteminin reddine karar verilirse haksız ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_000169,True,True,True,True,True,True
159,Ticaret Hukuku; İcra ve İflas Hukuku; Ceza Hukuku alanında icra takibi konusunda Ticareti usulsüz terk suçunun oluşabilmesi İİK ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_icra_iflas_ceza_000001,True,True,True,True,False,True
160,Ticaret Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında ipotek konusunda Gemi malikinin onayı ipotek derecelerinin yer değiştirmesi sürecinde ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_medeni_000041,True,True,True,True,True,True
161,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Aile konutunun maliki olmayan eşin konusunda Aile konutunun maliki olmayan eşin rızası olmadan yapılan ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000418,True,True,True,True,True,True
162,Borçlar ve Sözleşmeler Hukuku alanında sözleşme konusunda Kira sözleşmesi mahkeme kararıyla feshedildiğinde tahliye kararı verildiğinde ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000343,True,True,True,True,True,True
163,Genel hukuk / sınıflandırma bekliyor alanında Riskli yapı tespitinde dava açma konusunda Riskli yapı tespitinde dava açma süresi yapılan itiraza ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001040,True,True,True,True,True,True
164,Vergi Hukuku alanında Mahkeme masrafları konusunda Mahkeme masrafları davanın değeri üzerinden ödenecek harçlar keşif ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_vergi_000082,True,True,False,True,True,True
165,Genel hukuk / sınıflandırma bekliyor alanında Kat irtifakının kurulabilmesi konusunda Kat irtifakının kurulabilmesi binanın inşaatına hiç başlanılmamış inşaat ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000321,True,True,True,True,True,True
166,İş ve Sosyal Güvenlik Hukuku alanında işçi konusunda Yargıtay ibranamenin dar yorumlanması gerektiğini işverenin borcunun asıl ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_is_sgk_000067,True,True,True,True,True,True
167,Genel hukuk / sınıflandırma bekliyor alanında işçi konusunda İşe iade davası açma süreleri hak düşürücü süre ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001731,True,True,True,True,True,True
